House #,Total_Bathrooms,AC,Num_Units,Total_Rooms,Bedrooms,Remodel_10_Years,Sale_Date,Price,Sale_Num,Square_Footage,Condition,Exterior_Wall,Roof,Interior_Wall,Kitchens,Fireplaces,Land_Area,Census_track,grade_5_english_75_N,grade_5_english_25_N,grade_5_math_75_N,grade_5_math_25_N,grade_8_english_75_N,grade_8_english_25_N,grade_8_math_75_N,grade_8_math_25_N,grade_9_12_english_75_N,grade_9_12_english_25_N,grade_9_12_math_75_N,grade_9_12_math_25_N,Starbucks_count_N,McDonalds_count_N,Population_size,Percent_White,Percent_Black,Percent_AmInd,Percent_Asian,Percent_HI_PI,Percent_Other_mixed,Percent_Hispanic,Percent_18plus,Total_Housing_Units,Percent_Occupied,Percent_Vacant,FAGI_Total,FAGI_Median
3845,2.5,Y,1,6,3,0,11/30/16 0:00,706675,3,2160,Excellent,Face Brick,Comp Shingle,Hardwood,1,0,2702,9000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2732,0.04136164,0.889824305,0.002196193,0.02489019,0,0.056734993,0.027818448,0.889458272,1646,0.943499392,0.056500608,94751459,57961
3846,4,Y,1,9,4,1,11/30/16 0:00,300000,3,1770,Very Good,Vinyl Siding,Comp Shingle,Hardwood,1,0,3000,11100,0,0,0,0,0,1,0,1,0,0.166666667,0,0.166666667,0,0.427335794,4859,0.06626878,0.862728957,0.004939288,0.003087055,0.000205804,0.07470673,0.069355835,0.811895452,1868,0.924518201,0.075481799,122414153,42315
3847,2.5,Y,1,8,3,1,11/30/16 0:00,535000,9,1120,Very Good,Brick/Siding,Built Up,Hardwood/Carp,1,0,974,7900.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1774,0.087936866,0.86583991,0.003382187,0.005636979,0,0.045659526,0.053551297,0.793122886,880,0.884090909,0.115909091,53049430,47103
3848,1,N,1,5,2,0,11/30/16 0:00,310000,2,810,Average,Common Brick,Metal- Sms,Hardwood,1,0,1725,7900.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1774,0.087936866,0.86583991,0.003382187,0.005636979,0,0.045659526,0.053551297,0.793122886,880,0.884090909,0.115909091,53049430,47103
3849,2.5,Y,1,5,3,0,11/30/16 0:00,398260,2,1216,Very Good,Brick/Siding,Comp Shingle,Hardwood/Carp,1,0,1089,9600.02,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,3280,0.007317073,0.965243902,0.002743902,0.000914634,0,0.032012195,0.012195122,0.697256098,1545,0.935275081,0.064724919,45174162,25037
3850,2.5,Y,1,7,3,0,11/30/16 0:00,367340,3,1216,Very Good,Brick/Siding,Comp Shingle,Hardwood/Carp,1,0,830,9600.02,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,3280,0.007317073,0.965243902,0.002743902,0.000914634,0,0.032012195,0.012195122,0.697256098,1545,0.935275081,0.064724919,45174162,25037
3851,2.5,Y,1,7,3,0,11/30/16 0:00,455497,3,1540,Very Good,Brick/Siding,Comp Shingle,Hardwood/Carp,1,0,1297,9600.02,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,3280,0.007317073,0.965243902,0.002743902,0.000914634,0,0.032012195,0.012195122,0.697256098,1545,0.935275081,0.064724919,45174162,25037
3852,1.5,Y,1,7,3,0,11/30/16 0:00,133570,2,1220,Average,Common Brick,Comp Shingle,Hardwood,1,0,3664,9900.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2905,0.00929432,0.968330465,0.004130809,0.001032702,0,0.023063683,0.015146299,0.782444062,1292,0.909442724,0.090557276,62164914,38607
3853,2,Y,1,5,3,1,11/30/16 0:00,324000,5,832,Very Good,Common Brick,Comp Shingle,Wood Floor,1,0,3028,7700.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3867,0.010861133,0.967158004,0.003103181,0.000258598,0,0.023791052,0.016550297,0.734678045,1721,0.903544451,0.096455549,66746843,29422.5
3854,1,Y,1,6,3,1,11/30/16 0:00,330000,3,1296,Good,Common Brick,Built Up,Hardwood/Carp,1,0,3500,7600.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4355,0.032146958,0.943513203,0.001607348,0.004822044,0,0.026865672,0.014006889,0.783237658,2196,0.844717668,0.155282332,82541867,30846
3855,1.5,Y,1,7,3,1,11/30/16 0:00,215000,3,1152,Good,Common Brick,Built Up,Hardwood,1,0,1476,7600.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4355,0.032146958,0.943513203,0.001607348,0.004822044,0,0.026865672,0.014006889,0.783237658,2196,0.844717668,0.155282332,82541867,30846
3856,3.5,Y,1,8,4,0,11/30/16 0:00,425000,6,1636,Good,Brick/Siding,Comp Shingle,Hardwood,1,0,3600,7500.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2451,0.010199918,0.966952264,0.002039984,0.001631987,0,0.028967768,0.00244798,0.674010608,1215,0.828806584,0.171193416,31827145,22229.5
3857,2.5,Y,1,11,3,0,11/30/16 0:00,495490,4,1944,Very Good,Brick/Siding,Comp Shingle,Hardwood,1,1,6903,7300.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3546,0.011562324,0.970953187,0.002820079,0.001974055,0.000282008,0.018612521,0.0107163,0.68499718,1376,0.870639535,0.129360465,46570052,23679
3858,1,Y,1,7,3,1,11/30/16 0:00,290000,6,1122,Very Good,Common Brick,Comp Shingle,Hardwood,1,0,3938,9700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3177,0.006295247,0.975133774,0.001888574,0.001259049,0.001573812,0.020459553,0.010072395,0.710103872,1307,0.9020658,0.0979342,42553067,28849
3859,3.5,Y,1,11,3,0,11/30/16 0:00,607775,3,2748,Very Good,Brick/Siding,Comp Shingle,Hardwood,1,1,8820,7300.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3546,0.011562324,0.970953187,0.002820079,0.001974055,0.000282008,0.018612521,0.0107163,0.68499718,1376,0.870639535,0.129360465,46570052,23679
3860,2,Y,1,4,2,1,11/30/16 0:00,318500,4,928,Good,Common Brick,Built Up,Hardwood,1,0,3125,9800.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2758,0.008339376,0.973168963,0.001812908,0.001087745,0,0.025018129,0.010877447,0.725163162,1416,0.848163842,0.151836158,37398304,26262.5
3861,1,Y,1,6,3,1,11/30/16 0:00,206000,3,1016,Average,Common Brick,Built Up,Hardwood,1,0,3076,9800.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3072,0.018229167,0.956054688,0.001302083,0.004231771,0,0.028320313,0.018880208,0.779947917,1551,0.87040619,0.12959381,55085531,30509
3862,4,Y,4,14,6,1,12/1/16 0:00,650000,5,3010,Good,Brick/Siding,Built Up,Hardwood,4,0,1395,5000.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1955,0.64398977,0.247570332,0.001534527,0.047058824,0,0.061381074,0.086445013,0.92173913,1003,0.949152542,0.050847458,147289866,78133
3863,1.5,Y,1,6,3,0,12/1/16 0:00,450000,5,1350,Average,Common Brick,Metal- Sms,Wood Floor,1,1,1151,6400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2139,0.066386162,0.869565217,0.011220196,0.017765311,0,0.046750818,0.030388032,0.731650304,1055,0.926066351,0.073933649,50187446,28943.5
3864,2,Y,1,5,3,0,12/1/16 0:00,1425000,4,1500,Very Good,Common Brick,Slate,Hardwood,1,2,1391,200.02,0,0,0,0,0.5,0.5,0,0.5,0,0,0,0,2.098089151,0,5425,0.867281106,0.029308756,0.000921659,0.069124424,0.000552995,0.032995392,0.063225806,0.932903226,2143,0.902006533,0.097993467,429158437,115586
3865,2.5,Y,1,6,3,1,12/1/16 0:00,675000,2,1108,Good,Common Brick,Metal- Sms,Carpet,1,0,1334,6800.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2084,0.449616123,0.490403071,0.002879079,0.018234165,0,0.048464491,0.045105566,0.841650672,1004,0.917330677,0.082669323,117623354,70190
3866,2,N,1,6,3,0,12/1/16 0:00,847000,2,1512,Average,Common Brick,Metal- Sms,Hardwood,1,0,1582,300,0,0,0,0,0,0,0,0,0,0,0,0,2.533617943,0,6233,0.881918819,0.022300658,0.0017648,0.056473608,0.000160436,0.039467351,0.0648163,0.889138457,2912,0.945741758,0.054258242,358002514,70413
3867,2.5,Y,1,7,2,0,12/1/16 0:00,2000000,4,2334,Good,Common Brick,Metal- Sms,Hardwood,1,1,2070,100,0,0,0,0,0,0,0,0,0,0,0,0,3.277311696,0,4890,0.908793456,0.021472393,0.001840491,0.041104294,0.000408998,0.025562372,0.060531697,0.880368098,2999,0.895631877,0.104368123,698565228,110944.5
3868,4,Y,1,11,5,1,12/1/16 0:00,1295000,3,2918,Good,Brick/Stucco,Comp Shingle,Hardwood,1,1,5058,1100,0.333333333,0.333333333,0.333333333,0.333333333,0.25,0.25,0,0.25,0.5,0.5,1.5,2,4.634837814,0,4779,0.839506173,0.060682151,0.001883239,0.057124922,0.001255493,0.041640511,0.064030132,0.832810211,2234,0.948075201,0.051924799,480166743,114189.5
3869,3.5,Y,1,11,5,1,12/1/16 0:00,1455000,4,2094,Good,Wood Siding,Comp Shingle,Hardwood,1,1,4582,1200,0,0,0,0,0,0,0,0,0,0,0,0,2.126263117,0,5008,0.813298722,0.054313099,0.003594249,0.077476038,0.000599042,0.051317891,0.079672524,0.866214058,2633,0.955563995,0.044436005,340349324,89304
3870,3.5,Y,1,8,3,0,12/1/16 0:00,1095000,2,2232,Good,Common Brick,Metal- Sms,Hardwood,1,1,3745,1200,0,0,0,0,0,0,0,0,0,0,0,0,2.126263117,0,5008,0.813298722,0.054313099,0.003594249,0.077476038,0.000599042,0.051317891,0.079672524,0.866214058,2633,0.955563995,0.044436005,340349324,89304
3871,3.5,Y,1,10,4,1,12/1/16 0:00,1100000,4,2156,Good,Wood Siding,Shake,Hardwood,1,1,4859,1400.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3078,0.825536062,0.05782976,0.001624431,0.064327485,0,0.053281352,0.068226121,0.785899935,1478,0.957374831,0.042625169,298582687,96830.5
3872,3,Y,1,8,3,1,12/1/16 0:00,927000,4,1582,Average,Common Brick,Comp Shingle,Hardwood,1,2,10492,2600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2166,0.422899354,0.473684211,0.002770083,0.030932595,0,0.079870729,0.068790397,0.838411819,1001,0.946053946,0.053946054,170973446,81819
3873,3,Y,1,9,4,1,12/1/16 0:00,862000,2,2030,Good,Common Brick,Comp Shingle,Hardwood,1,2,12027,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3957,0.251958554,0.674753601,0.002021734,0.013899419,0.000252717,0.070255244,0.050543341,0.818549406,1685,0.961424332,0.038575668,285179163,99800.5
3874,3.5,Y,1,7,4,1,12/1/16 0:00,725000,4,1840,Good,Common Brick,Metal- Sms,Hardwood,1,0,1975,2000.02,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,3813,0.204038815,0.602412798,0.00367165,0.014162077,0.002360346,0.178599528,0.208234986,0.785208497,1436,0.928969359,0.071030641,137968594,39738.5
3875,1.5,N,1,8,4,0,12/1/16 0:00,566000,5,1680,Average,Common Brick,Metal- Sms,Hardwood,1,0,1700,2200.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3442,0.125508425,0.677222545,0.003486345,0.015979082,0,0.179546775,0.239105171,0.791400349,1186,0.935919056,0.064080944,100975796,38447
3876,1,Y,1,4,2,0,12/1/16 0:00,451000,5,840,Average,Common Brick,Built Up,Hardwood,1,0,1274,8900.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2633,0.018230156,0.946828712,0.00151918,0.002658564,0,0.039118876,0.025446259,0.756551462,1399,0.822015726,0.177984274,61273301,33866
3877,1,Y,1,6,2,1,12/1/16 0:00,225000,3,884,Average,Common Brick,Comp Shingle,Hardwood,1,0,2354,7700.03,0,0,0,0,0,1,0,2,0,0,0,0,0,0,5187,0.010217852,0.949296318,0.001927897,0.000963948,0.00019279,0.04626952,0.035858878,0.706574128,2338,0.899486741,0.100513259,76945859,26266
3878,2,Y,1,8,1,1,12/1/16 0:00,289000,4,800,Good,Common Brick,Comp Shingle,Hardwood,1,0,2492,9900.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2795,0.008586762,0.957423971,0.002504472,0.001073345,0.000715564,0.036851521,0.018604651,0.719856887,1330,0.830075188,0.169924812,40068077,28297
3879,2,Y,1,8,4,1,12/1/16 0:00,540000,3,1480,Very Good,Common Brick,Metal- Sms,Hardwood,1,0,4210,7600.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4355,0.032146958,0.943513203,0.001607348,0.004822044,0,0.026865672,0.014006889,0.783237658,2196,0.844717668,0.155282332,82541867,30846
3880,2,Y,1,7,3,1,12/1/16 0:00,415000,3,1088,Good,Common Brick,Comp Shingle,Hardwood,1,0,6805,9900.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2249,0.041796354,0.93108048,0.006669631,0.001333926,0,0.025344598,0.01734104,0.83414851,1070,0.941121495,0.058878505,78879964,51745
3881,1,Y,1,7,2,0,12/1/16 0:00,280000,5,880,Good,Common Brick,Metal- Sms,Wood Floor,1,0,1295,7600.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4355,0.032146958,0.943513203,0.001607348,0.004822044,0,0.026865672,0.014006889,0.783237658,2196,0.844717668,0.155282332,82541867,30846
3882,3.5,Y,1,8,4,0,12/1/16 0:00,645000,3,2509,Very Good,Vinyl Siding,Comp Shingle,Wood Floor,1,1,3363,7600.03,0,0,0,0,0,0,0,0,0,0,0,0,2.111640312,0,4044,0.060336301,0.901335312,0.006429278,0.004698318,0.00024728,0.036597428,0.022007913,0.823689416,2328,0.911082474,0.088917526,106625544,42402
3883,3,Y,1,6,4,1,12/1/16 0:00,450000,2,1200,Good,Common Brick,Comp Shingle,Hardwood/Carp,1,1,5750,7600.03,0,0,0,0,0,0,0,0,0,0,0,0,2.111640312,0,4044,0.060336301,0.901335312,0.006429278,0.004698318,0.00024728,0.036597428,0.022007913,0.823689416,2328,0.911082474,0.088917526,106625544,42402
3884,3.5,Y,1,11,4,0,12/1/16 0:00,575440,4,2298,Very Good,Brick/Siding,Comp Shingle,Hardwood,1,1,6536,7300.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3546,0.011562324,0.970953187,0.002820079,0.001974055,0.000282008,0.018612521,0.0107163,0.68499718,1376,0.870639535,0.129360465,46570052,23679
3885,2.5,Y,1,6,3,0,12/1/16 0:00,320000,2,1224,Excellent,Brick/Siding,Comp Shingle,Hardwood/Carp,1,0,1098,9700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3177,0.006295247,0.975133774,0.001888574,0.001259049,0.001573812,0.020459553,0.010072395,0.710103872,1307,0.9020658,0.0979342,42553067,28849
3886,2.5,Y,1,6,2,1,12/2/16 0:00,1640000,7,1632,Very Good,Common Brick,Built Up,Hardwood,1,1,2200,5200.01,0,0,0,0,0,0,0,0,0,0,0,0,7.624867499,0,6077,0.723712358,0.127530031,0.003291098,0.072733257,0.003126543,0.072897811,0.100707586,0.956228402,4548,0.92348285,0.07651715,442277202,81647.5
3887,3.5,Y,1,10,4,1,12/2/16 0:00,1500000,4,1864,Very Good,Face Brick,Metal- Sms,Hardwood,1,0,1752,6500,0,0,0,0,0,0,0,0,0,0,0,0,5.221498581,0,2531,0.824970367,0.090082971,0.00513631,0.044646385,0.000395101,0.038324773,0.048597392,0.907151324,1543,0.855476345,0.144523655,156307500,92684
3888,3,Y,2,8,4,1,12/2/16 0:00,975000,5,1464,Good,Common Brick,Metal- Sms,Hardwood,2,0,1520,8000.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2784,0.474497126,0.447916667,0.003591954,0.023347701,0.000359195,0.058189655,0.049568966,0.860991379,1391,0.924514738,0.075485262,144770934,75309.5
3889,4.5,Y,1,7,5,1,12/2/16 0:00,1630000,4,2666,Good,Common Brick,Comp Shingle,Hardwood,1,2,1700,200.02,0,0,0,0,0.5,0.5,0,0.5,0,0,0,0,2.098089151,0,5425,0.867281106,0.029308756,0.000921659,0.069124424,0.000552995,0.032995392,0.063225806,0.932903226,2143,0.902006533,0.097993467,429158437,115586
3890,2,N,1,6,3,0,12/2/16 0:00,875000,3,1782,Average,Common Brick,Metal- Sms,Hardwood,1,1,1950,700.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4620,0.832900433,0.050865801,0.003896104,0.062337662,0.000865801,0.05021645,0.088095238,0.920995671,3275,0.908091603,0.091908397,322343565,73385
3891,2.5,Y,1,6,4,1,12/2/16 0:00,799000,6,1190,Good,Aluminum,Comp Shingle,Hardwood,1,1,4493,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5911,0.8250719,0.10878024,0.001184233,0.024530536,0.000338352,0.044154965,0.051429538,0.739468787,2126,0.97883349,0.02116651,623341016,165589
3892,3,Y,3,14,4,1,12/2/16 0:00,1380000,4,3135,Average,Common Brick,Built Up,Hardwood,3,3,1375,2700.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5226,0.658055874,0.133754305,0.009184845,0.039226942,0.000191351,0.15097589,0.249330272,0.876004592,2565,0.900974659,0.099025341,270883128,50917
3893,1,Y,1,7,3,0,12/2/16 0:00,160000,2,1076,Good,Common Brick,Comp Shingle,Lt Concrete,1,1,2383,9500.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2940,0.056122449,0.881632653,0.00170068,0.01122449,0,0.056122449,0.057482993,0.816326531,1320,0.953030303,0.046969697,94453371,50505
3894,1.5,Y,1,7,3,0,12/2/16 0:00,360000,2,1188,Average,Common Brick,Comp Shingle,Carpet,1,0,1898,9500.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2940,0.056122449,0.881632653,0.00170068,0.01122449,0,0.056122449,0.057482993,0.816326531,1320,0.953030303,0.046969697,94453371,50505
3895,1.5,N,1,6,3,1,12/2/16 0:00,360000,4,832,Good,Stucco,Built Up,Hardwood,1,0,1652,8800.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2412,0.043946932,0.905058043,0.002902156,0.001243781,0,0.054311774,0.053897181,0.780679934,1396,0.785100287,0.214899713,42225948,29627
3896,3,Y,1,6,3,0,12/2/16 0:00,565000,4,1700,Very Good,Face Brick,Comp Shingle,Hardwood/Carp,1,0,2591,9000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2732,0.04136164,0.889824305,0.002196193,0.02489019,0,0.056734993,0.027818448,0.889458272,1646,0.943499392,0.056500608,94751459,57961
3897,2,Y,2,9,3,0,12/2/16 0:00,340000,2,1014,Good,Shingle,Comp Shingle,Hardwood,2,0,6450,7800.03,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,3293,0.010932281,0.949286365,0.004555117,0.002429396,0,0.040692378,0.031278469,0.772244154,1652,0.870460048,0.129539952,61989776,29393.5
3898,1.5,Y,1,9,6,1,12/2/16 0:00,160000,4,1260,Good,Default,Comp Shingle,Hardwood,1,1,3004,7800.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3446,0.006964597,0.95443993,0.001160766,0.001160766,0,0.053685432,0.020023215,0.705745792,1378,0.879535559,0.120464441,45942286,25868
3899,3,Y,1,7,4,0,12/2/16 0:00,389900,2,1396,Very Good,Vinyl Siding,Comp Shingle,Hardwood/Carp,1,0,2926,7800.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2922,0.019849418,0.947296372,0.003080082,0.001368925,0,0.034565366,0.029431896,0.728610541,1339,0.847647498,0.152352502,48307774,28461
3900,2.5,Y,1,8,4,0,12/2/16 0:00,410000,4,1968,Good,Vinyl Siding,Comp Shingle,Hardwood/Carp,1,0,4000,9900.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2795,0.008586762,0.957423971,0.002504472,0.001073345,0.000715564,0.036851521,0.018604651,0.719856887,1330,0.830075188,0.169924812,40068077,28297
3901,1,N,1,6,2,1,12/2/16 0:00,219950,3,768,Good,Common Brick,Built Up,Hardwood,1,0,2524,7800.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3646,0.009325288,0.956939111,0.002742732,0.002468459,0,0.039769611,0.021119035,0.69775096,1598,0.846057572,0.153942428,55871889,27844.5
3902,1.5,Y,1,7,3,1,12/2/16 0:00,250000,4,1088,Good,Common Brick,Built Up,Hardwood,1,0,2686,9900.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2905,0.00929432,0.968330465,0.004130809,0.001032702,0,0.023063683,0.015146299,0.782444062,1292,0.909442724,0.090557276,62164914,38607
3903,1.5,Y,1,5,2,1,12/2/16 0:00,271000,3,880,Good,Common Brick,Metal- Sms,Hardwood,1,0,2383,7800.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3646,0.009325288,0.956939111,0.002742732,0.002468459,0,0.039769611,0.021119035,0.69775096,1598,0.846057572,0.153942428,55871889,27844.5
3904,2,Y,1,7,3,1,12/2/16 0:00,331000,5,864,Good,Common Brick,Comp Shingle,Hardwood,1,0,1461,9900.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2249,0.041796354,0.93108048,0.006669631,0.001333926,0,0.025344598,0.01734104,0.83414851,1070,0.941121495,0.058878505,78879964,51745
3905,2.5,Y,1,6,2,1,12/2/16 0:00,232000,4,918,Very Good,Common Brick,Built Up,Hardwood,1,0,864,7600.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4355,0.032146958,0.943513203,0.001607348,0.004822044,0,0.026865672,0.014006889,0.783237658,2196,0.844717668,0.155282332,82541867,30846
3906,2.5,Y,1,13,3,0,12/2/16 0:00,423670,4,1944,Very Good,Brick/Siding,Comp Shingle,Hardwood,1,1,6916,7300.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3546,0.011562324,0.970953187,0.002820079,0.001974055,0.000282008,0.018612521,0.0107163,0.68499718,1376,0.870639535,0.129360465,46570052,23679
3907,2,Y,1,7,3,1,12/2/16 0:00,306000,4,912,Good,Common Brick,Comp Shingle,Hardwood/Carp,1,0,1749,7400.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3499,0.005715919,0.976564733,0.000857388,0.001714776,0,0.024292655,0.009717062,0.654758502,1507,0.940278699,0.059721301,44912587,23194
3908,1.5,Y,1,7,4,0,12/2/16 0:00,495000,7,1522,Good,Vinyl Siding,Comp Shingle,Hardwood,1,1,8250,11100,0,0,0,0,0,1,0,1,0,0.166666667,0,0.166666667,0,0.427335794,4859,0.06626878,0.862728957,0.004939288,0.003087055,0.000205804,0.07470673,0.069355835,0.811895452,1868,0.924518201,0.075481799,122414153,42315
3909,3,Y,2,9,4,0,12/5/16 0:00,1330000,4,2044,Good,Common Brick,Metal- Sms,Wood Floor,2,2,932,6600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1909,0.899947617,0.030382399,0.005762179,0.036668413,0.000523834,0.02933473,0.040859089,0.880041907,1143,0.888888889,0.111111111,138452048,90957
3910,5,N,4,11,4,0,12/5/16 0:00,1312500,2,2653,Average,Common Brick,Metal- Sms,Wood Floor,4,3,1337,8200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2918,0.861891707,0.053461275,0.004112406,0.039753256,0.0003427,0.042494859,0.045921864,0.916381083,1655,0.919637462,0.080362538,159931869,78676
3911,2,Y,1,7,2,0,12/5/16 0:00,885000,3,1412,Good,Common Brick,Metal- Sms,Hardwood,1,1,969,8200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2918,0.861891707,0.053461275,0.004112406,0.039753256,0.0003427,0.042494859,0.045921864,0.916381083,1655,0.919637462,0.080362538,159931869,78676
3912,3.5,Y,2,12,6,0,12/5/16 0:00,1350000,3,2143,Good,Common Brick,Metal- Sms,Hardwood,2,4,1656,8100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2910,0.782130584,0.145017182,0.003780069,0.025773196,0.000343643,0.04742268,0.045704467,0.876632302,1549,0.937378954,0.062621046,194119047,90338
3913,2.5,Y,1,8,3,1,12/5/16 0:00,740000,4,1286,Good,Common Brick,Metal- Sms,Hardwood,1,0,1089,8400.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1489,0.302887844,0.643384822,0.002686367,0.0161182,0.002014775,0.035594359,0.047683009,0.82740094,681,0.886930984,0.113069016,71052704,58733
3914,2,Y,1,7,3,1,12/5/16 0:00,984500,5,1564,Very Good,Common Brick,Neopren,Hardwood,1,1,1836,6700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3775,0.815099338,0.119735099,0.002913907,0.030198675,0.000529801,0.034701987,0.038940397,0.869668874,2008,0.929282869,0.070717131,302416019,101467.5
3915,1.5,Y,1,5,2,0,12/5/16 0:00,583500,6,1062,Good,Common Brick,Built Up,Hardwood,1,0,1193,8000.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3031,0.548333883,0.382052128,0.001979545,0.024414385,0.000989772,0.044209832,0.037611349,0.862421643,1644,0.898418491,0.101581509,173685028,80922
3916,1,N,1,6,2,0,12/5/16 0:00,575000,3,928,Average,Common Brick,Metal- Sms,Hardwood/Carp,1,1,808,6800.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2084,0.449616123,0.490403071,0.002879079,0.018234165,0,0.048464491,0.045105566,0.841650672,1004,0.917330677,0.082669323,117623354,70190
3917,1.5,Y,1,4,2,0,12/5/16 0:00,785000,5,812,Good,Common Brick,Metal- Sms,Hardwood,1,1,749,100,0,0,0,0,0,0,0,0,0,0,0,0,3.277311696,0,4890,0.908793456,0.021472393,0.001840491,0.041104294,0.000408998,0.025562372,0.060531697,0.880368098,2999,0.895631877,0.104368123,698565228,110944.5
3918,1,Y,1,5,2,1,12/5/16 0:00,842000,5,806,Good,Wood Siding,Metal- Sms,Hardwood,1,1,1821,200.02,0,0,0,0,0.5,0.5,0,0.5,0,0,0,0,2.098089151,0,5425,0.867281106,0.029308756,0.000921659,0.069124424,0.000552995,0.032995392,0.063225806,0.932903226,2143,0.902006533,0.097993467,429158437,115586
3919,4.5,Y,1,12,5,1,12/5/16 0:00,1950000,3,2980,Good,Brick/Siding,Slate,Hardwood,1,2,10727,900.01,0,0,0,0,0,0,0,0,0,0,0,0,0.855198661,0,7175,0.855052265,0.036236934,0.002229965,0.062857143,0.000418118,0.045156794,0.060766551,0.854355401,1661,0.937989163,0.062010837,946256227,197155
3920,5,N,4,12,9,0,12/5/16 0:00,1400000,2,3332,Average,Common Brick,Built Up,Hardwood,4,0,5938,700.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3364,0.817776457,0.057074911,0.002080856,0.066587396,0.000297265,0.05648038,0.106123662,0.952734839,2471,0.927964387,0.072035613,117499800,58111
3921,4.5,Y,1,9,4,1,12/5/16 0:00,1140000,2,2552,Good,Common Brick,Comp Shingle,Hardwood,2,2,5308,1000.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7436,0.852877891,0.040075309,0.002286175,0.05809575,0.000268962,0.04908553,0.068854223,0.795857988,2834,0.962244178,0.037755822,567841867,131571
3922,4,Y,1,15,5,1,12/5/16 0:00,2620000,3,4407,Good,Wood Siding,Comp Shingle,Hardwood,1,3,11244,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4539,0.85437321,0.04957039,0.002203128,0.045604759,0.000440626,0.048689139,0.073143864,0.839832562,2234,0.943598926,0.056401074,1101811669,103485
3923,3,Y,1,7,3,0,12/5/16 0:00,1775000,3,3462,Good,Stucco,Comp Shingle,Hardwood,1,3,4950,500.02,0,0,0,0,0,0,0,0,0,0,0,0,4.45439854,0,3189,0.852931954,0.029789903,0.004703669,0.060206961,0,0.054248981,0.084979617,0.873628097,1774,0.926155581,0.073844419,316766139.2,89334
